State,Region,Sector,Energy_Source,Month,Year,Total_Consumption_GWh,Renewable,Import_Export,Quantity_GWh
Gujarat,Central,Industrial,Biomass,8,2024,992,No,Export,654
Delhi,Central,Residential,Biomass,8,2024,207,No,Export,152
Madhya Pradesh,Central,Residential,Wind,4,2023,3359,No,Export,685
Tamil Nadu,West,Agriculture,Solar,8,2023,1376,Yes,Import,110
West Bengal,South,Transport,Hydro,4,2024,2767,Yes,Export,584
Gujarat,East,Agriculture,Natural Gas,8,2023,2718,No,Export,614
Delhi,Central,Industrial,Coal,5,2023,2618,No,Import,728
Andhra Pradesh,Central,Agriculture,Wind,4,2023,3442,No,Export,484
Gujarat,South,Transport,Solar,6,2024,2156,Yes,Import,954
Tamil Nadu,Central,Commercial,Oil,2,2024,4849,No,Export,320
Gujarat,West,Commercial,Biomass,12,2023,697,No,Import,593
Karnataka,West,Industrial,Coal,2,2024,3372,Yes,Export,69
Rajasthan,Central,Commercial,Oil,2,2023,2988,No,Import,962
West Bengal,South,Agriculture,Hydro,9,2024,2533,No,Export,38
Tamil Nadu,South,Industrial,Natural Gas,10,2023,4291,No,Import,540
Gujarat,South,Transport,Nuclear,3,2024,2956,No,Import,82
Rajasthan,North,Industrial,Nuclear,10,2023,3075,No,Import,403
Rajasthan,Central,Industrial,Solar,4,2024,1425,No,Import,878
Gujarat,South,Residential,Natural Gas,10,2024,1873,Yes,Import,403
Andhra Pradesh,West,Residential,Coal,12,2023,294,No,Export,767
Karnataka,East,Industrial,Wind,8,2024,2398,Yes,Export,490
Uttar Pradesh,East,Commercial,Coal,4,2024,917,Yes,Import,482
Karnataka,South,Residential,Natural Gas,11,2024,2911,Yes,Import,322
Gujarat,East,Transport,Oil,10,2024,529,Yes,Export,447
West Bengal,East,Agriculture,Biomass,10,2024,2512,No,Export,961
Uttar Pradesh,North,Residential,Nuclear,7,2024,1985,No,Import,333
Tamil Nadu,West,Industrial,Solar,5,2024,3423,Yes,Export,974
Karnataka,West,Commercial,Hydro,9,2024,3071,No,Import,96
Gujarat,North,Agriculture,Coal,4,2023,3242,No,Import,368
Karnataka,North,Residential,Nuclear,3,2024,137,No,Import,704
Uttar Pradesh,East,Commercial,Wind,2,2023,1290,No,Export,206
Madhya Pradesh,Central,Commercial,Solar,1,2024,622,Yes,Import,765
Delhi,East,Commercial,Hydro,11,2023,863,No,Export,849
Karnataka,North,Industrial,Coal,6,2024,228,No,Export,986
Tamil Nadu,West,Transport,Wind,10,2023,1775,No,Export,394
Tamil Nadu,East,Commercial,Hydro,2,2023,212,No,Export,127
Maharashtra,Central,Agriculture,Biomass,8,2024,2690,No,Import,507
Karnataka,East,Residential,Nuclear,6,2023,1055,No,Import,917
Delhi,South,Agriculture,Biomass,12,2024,2398,No,Export,940
Andhra Pradesh,East,Industrial,Nuclear,12,2024,2471,No,Import,893
Rajasthan,North,Industrial,Wind,5,2023,2805,Yes,Export,471
Delhi,West,Agriculture,Oil,2,2024,4348,Yes,Import,505
Rajasthan,West,Transport,Biomass,7,2023,4192,Yes,Import,603
Rajasthan,North,Industrial,Nuclear,2,2023,4608,No,Import,979
Madhya Pradesh,South,Industrial,Solar,5,2024,3791,No,Import,256
Maharashtra,North,Agriculture,Wind,2,2024,4553,Yes,Import,984
Delhi,East,Industrial,Nuclear,11,2024,1267,No,Import,243
Delhi,North,Transport,Coal,10,2024,2524,No,Export,426
Madhya Pradesh,North,Transport,Nuclear,11,2024,979,No,Import,476
Karnataka,South,Transport,Biomass,11,2023,366,Yes,Import,491
Karnataka,East,Residential,Solar,2,2023,1552,No,Import,374
Karnataka,Central,Transport,Hydro,7,2024,470,No,Export,162
West Bengal,Central,Transport,Oil,9,2024,4408,No,Import,281
Rajasthan,West,Residential,Hydro,5,2024,1499,No,Import,401
West Bengal,North,Commercial,Nuclear,7,2023,477,No,Import,556
Maharashtra,West,Industrial,Hydro,4,2023,446,Yes,Export,734
Madhya Pradesh,South,Transport,Nuclear,2,2023,845,No,Import,732
Delhi,Central,Industrial,Solar,3,2024,156,Yes,Export,439
Rajasthan,North,Agriculture,Hydro,2,2024,4099,Yes,Export,660
West Bengal,South,Industrial,Biomass,5,2023,147,Yes,Import,198
West Bengal,South,Residential,Biomass,6,2024,1953,Yes,Import,821
Gujarat,North,Industrial,Coal,7,2024,3620,Yes,Export,916
West Bengal,South,Industrial,Nuclear,3,2023,3351,No,Export,261
Andhra Pradesh,North,Industrial,Hydro,4,2023,92,No,Import,404
Delhi,North,Commercial,Biomass,8,2024,1627,No,Import,671
Andhra Pradesh,East,Commercial,Natural Gas,4,2023,4240,No,Export,862
Delhi,West,Agriculture,Solar,7,2024,4333,Yes,Export,228
Madhya Pradesh,South,Residential,Oil,12,2023,434,Yes,Export,603
Delhi,South,Industrial,Solar,6,2023,4964,No,Export,199
Andhra Pradesh,East,Industrial,Natural Gas,7,2024,3521,No,Import,243
Delhi,East,Industrial,Natural Gas,1,2024,3627,No,Export,697
Madhya Pradesh,East,Industrial,Coal,3,2023,3288,No,Import,241
Madhya Pradesh,Central,Commercial,Solar,6,2024,1746,No,Export,367
Maharashtra,Central,Agriculture,Solar,3,2023,2184,No,Export,487
Delhi,Central,Transport,Hydro,7,2024,3942,No,Import,584
Gujarat,North,Residential,Nuclear,9,2023,2586,Yes,Import,956
Karnataka,South,Industrial,Wind,3,2023,4371,No,Import,438
Tamil Nadu,West,Agriculture,Oil,1,2023,2442,No,Import,246
Madhya Pradesh,North,Transport,Solar,10,2024,4663,No,Export,42
Uttar Pradesh,South,Agriculture,Oil,6,2023,3865,Yes,Import,222
Karnataka,South,Commercial,Oil,12,2023,345,No,Import,581
Rajasthan,East,Transport,Oil,1,2023,463,Yes,Import,388
Delhi,East,Agriculture,Solar,1,2023,2045,No,Export,11
Andhra Pradesh,North,Commercial,Wind,8,2024,53,Yes,Export,918
Tamil Nadu,East,Agriculture,Solar,9,2024,227,Yes,Import,459
Uttar Pradesh,South,Agriculture,Hydro,2,2023,795,No,Export,578
Karnataka,East,Transport,Hydro,9,2023,4404,Yes,Export,436
Delhi,Central,Commercial,Wind,5,2024,701,Yes,Import,822
Maharashtra,East,Industrial,Biomass,8,2023,3939,Yes,Export,808
Rajasthan,South,Residential,Solar,7,2024,3321,Yes,Import,659
Tamil Nadu,North,Transport,Biomass,7,2023,2532,No,Import,288
Gujarat,West,Commercial,Oil,4,2024,339,No,Import,223
Maharashtra,East,Agriculture,Solar,2,2023,852,No,Export,760
Uttar Pradesh,South,Commercial,Nuclear,5,2024,2580,No,Import,294
Tamil Nadu,West,Residential,Solar,11,2024,283,No,Export,552
Maharashtra,West,Residential,Hydro,11,2024,457,No,Export,727
Rajasthan,Central,Industrial,Coal,3,2023,743,No,Export,979
Gujarat,West,Industrial,Natural Gas,9,2024,1219,No,Export,283
Maharashtra,South,Residential,Coal,6,2024,4707,No,Import,20
West Bengal,South,Transport,Coal,1,2023,2527,No,Import,880
Gujarat,East,Transport,Coal,3,2023,481,Yes,Export,56
Uttar Pradesh,East,Agriculture,Natural Gas,12,2023,2594,Yes,Import,524
Rajasthan,East,Industrial,Biomass,4,2023,1032,No,Export,651
Delhi,West,Agriculture,Natural Gas,9,2024,3210,No,Export,447
Andhra Pradesh,West,Industrial,Biomass,11,2023,3094,Yes,Import,593
Andhra Pradesh,Central,Residential,Natural Gas,6,2023,3974,Yes,Export,680
Andhra Pradesh,East,Transport,Natural Gas,4,2023,3362,No,Import,913
Tamil Nadu,North,Transport,Solar,1,2023,4923,No,Export,436
Uttar Pradesh,Central,Residential,Biomass,8,2023,4368,Yes,Export,441
Rajasthan,North,Agriculture,Solar,11,2023,1738,Yes,Export,139
Gujarat,West,Agriculture,Nuclear,2,2023,517,No,Export,31
Tamil Nadu,Central,Commercial,Solar,11,2024,2666,No,Import,901
Uttar Pradesh,Central,Industrial,Coal,11,2024,1395,Yes,Export,398
Delhi,South,Agriculture,Wind,8,2024,2472,No,Export,144
West Bengal,West,Residential,Wind,6,2024,4557,No,Import,541
Rajasthan,West,Agriculture,Hydro,8,2024,4771,No,Export,229
Andhra Pradesh,Central,Transport,Hydro,6,2023,1061,No,Export,342
Maharashtra,West,Industrial,Oil,5,2023,1727,No,Export,139
Rajasthan,Central,Commercial,Solar,5,2023,3747,Yes,Export,41
Madhya Pradesh,South,Industrial,Natural Gas,10,2023,4947,Yes,Export,611
Uttar Pradesh,Central,Transport,Natural Gas,10,2024,4116,Yes,Export,780
Karnataka,West,Transport,Wind,11,2024,1942,Yes,Import,434
Delhi,West,Transport,Coal,8,2023,2919,Yes,Export,307
West Bengal,Central,Transport,Biomass,7,2023,4400,Yes,Import,513
Delhi,Central,Residential,Coal,8,2024,1536,No,Export,854
Rajasthan,Central,Commercial,Oil,12,2024,3389,No,Import,770
Karnataka,East,Transport,Coal,8,2024,1466,No,Import,990
Madhya Pradesh,West,Transport,Solar,7,2023,4907,No,Import,694
Gujarat,West,Agriculture,Solar,2,2023,2896,Yes,Import,366
Maharashtra,East,Commercial,Nuclear,11,2024,1407,Yes,Export,992
Karnataka,Central,Industrial,Oil,9,2024,4110,Yes,Export,464
Uttar Pradesh,South,Commercial,Coal,7,2023,4710,No,Export,410
Andhra Pradesh,Central,Commercial,Natural Gas,12,2023,1441,Yes,Import,997
Madhya Pradesh,Central,Commercial,Natural Gas,11,2023,1628,No,Import,905
Maharashtra,East,Transport,Oil,6,2023,3799,No,Import,568
West Bengal,West,Transport,Coal,9,2024,3675,Yes,Import,999
Andhra Pradesh,Central,Residential,Solar,1,2024,2553,Yes,Import,718
Rajasthan,West,Industrial,Solar,11,2024,3187,No,Import,929
Karnataka,North,Agriculture,Nuclear,2,2023,2959,No,Import,464
Maharashtra,West,Commercial,Nuclear,1,2023,2714,No,Export,900
Tamil Nadu,South,Industrial,Hydro,10,2023,449,Yes,Import,43
Gujarat,South,Industrial,Oil,12,2024,4432,No,Export,775
Gujarat,Central,Residential,Wind,3,2024,4007,Yes,Export,257
Madhya Pradesh,West,Agriculture,Coal,11,2024,2283,No,Import,955
West Bengal,Central,Commercial,Oil,5,2023,1589,No,Import,51
Madhya Pradesh,East,Agriculture,Natural Gas,1,2023,286,No,Import,810
Tamil Nadu,South,Residential,Coal,4,2024,4960,No,Import,132
Uttar Pradesh,Central,Transport,Nuclear,8,2023,977,No,Export,36
West Bengal,East,Industrial,Nuclear,6,2024,4559,Yes,Import,471
Delhi,Central,Commercial,Hydro,1,2024,469,Yes,Export,580
Uttar Pradesh,West,Transport,Wind,12,2024,4174,Yes,Import,156
West Bengal,West,Residential,Hydro,1,2024,2445,No,Export,505
West Bengal,West,Agriculture,Natural Gas,3,2023,710,No,Export,636
Tamil Nadu,West,Industrial,Wind,10,2023,2673,Yes,Export,495
Rajasthan,North,Commercial,Biomass,8,2023,4000,No,Export,469
Tamil Nadu,East,Transport,Coal,11,2023,499,Yes,Export,908
West Bengal,East,Transport,Hydro,11,2023,429,Yes,Import,720
Maharashtra,West,Industrial,Nuclear,8,2023,1300,Yes,Import,137
Uttar Pradesh,North,Agriculture,Hydro,3,2024,2509,No,Import,385
Tamil Nadu,West,Residential,Biomass,7,2023,3048,No,Export,674
Rajasthan,North,Agriculture,Hydro,12,2023,4501,No,Import,890
Karnataka,West,Agriculture,Coal,3,2023,2351,No,Export,792
Madhya Pradesh,South,Agriculture,Biomass,4,2024,776,Yes,Export,860
West Bengal,South,Industrial,Oil,9,2023,1517,No,Import,965
Delhi,Central,Industrial,Oil,4,2024,2778,Yes,Export,92
Karnataka,West,Residential,Oil,3,2023,3202,No,Import,544
Gujarat,East,Agriculture,Nuclear,5,2023,3570,No,Export,532
Andhra Pradesh,Central,Industrial,Nuclear,7,2023,4955,No,Import,708
Rajasthan,South,Residential,Oil,5,2024,3404,No,Export,990
Delhi,West,Residential,Oil,4,2024,465,No,Import,637
Andhra Pradesh,Central,Agriculture,Oil,8,2023,649,Yes,Import,683
Rajasthan,West,Commercial,Solar,4,2023,3124,No,Export,112
Maharashtra,South,Agriculture,Oil,2,2023,4224,Yes,Export,764
Madhya Pradesh,Central,Commercial,Biomass,10,2024,1617,Yes,Export,528
Karnataka,South,Residential,Solar,6,2024,1144,No,Import,371
Uttar Pradesh,North,Industrial,Solar,2,2023,2993,No,Import,693
Rajasthan,South,Transport,Coal,3,2024,4203,Yes,Export,265
Uttar Pradesh,West,Residential,Hydro,1,2024,1497,No,Import,256
Madhya Pradesh,East,Industrial,Nuclear,5,2024,1542,No,Import,996
West Bengal,South,Residential,Nuclear,9,2024,2721,No,Export,201
Gujarat,East,Agriculture,Hydro,2,2023,1508,No,Import,635
Karnataka,North,Commercial,Nuclear,12,2023,1258,No,Import,544
Madhya Pradesh,Central,Residential,Hydro,7,2024,4984,Yes,Import,879
Madhya Pradesh,Central,Industrial,Biomass,5,2024,2262,No,Export,323
Maharashtra,East,Agriculture,Coal,2,2024,1404,No,Import,285
Andhra Pradesh,Central,Transport,Oil,8,2023,262,No,Export,932
Gujarat,South,Agriculture,Coal,11,2023,3944,No,Import,382
Karnataka,East,Commercial,Natural Gas,6,2024,4652,Yes,Import,453
West Bengal,West,Agriculture,Coal,4,2024,3013,Yes,Import,657
West Bengal,South,Transport,Hydro,4,2024,2898,Yes,Import,878
Tamil Nadu,South,Industrial,Natural Gas,2,2024,3092,No,Import,204
Madhya Pradesh,South,Residential,Hydro,3,2023,3084,Yes,Export,267
Rajasthan,West,Commercial,Oil,7,2023,1782,Yes,Import,799
Maharashtra,North,Transport,Wind,3,2023,3131,No,Import,591
Gujarat,Central,Commercial,Natural Gas,5,2023,1320,No,Import,880
West Bengal,East,Agriculture,Oil,10,2023,4918,No,Import,369
Karnataka,North,Commercial,Oil,6,2023,1579,No,Export,557
Tamil Nadu,East,Transport,Nuclear,6,2024,1131,Yes,Import,117
Karnataka,Central,Residential,Nuclear,4,2024,3581,Yes,Import,33
Maharashtra,West,Residential,Wind,6,2023,1201,No,Import,661
Rajasthan,South,Commercial,Wind,3,2023,1772,No,Import,474
Tamil Nadu,South,Industrial,Coal,7,2023,766,No,Export,31
Tamil Nadu,West,Commercial,Oil,7,2024,4249,Yes,Export,511
Andhra Pradesh,North,Agriculture,Wind,4,2024,2240,Yes,Import,860
Gujarat,North,Residential,Hydro,2,2024,254,No,Import,850
Tamil Nadu,East,Residential,Oil,11,2024,3879,No,Import,725
Andhra Pradesh,West,Residential,Solar,7,2023,3159,No,Import,901
Andhra Pradesh,North,Industrial,Hydro,3,2024,4144,No,Import,745
Maharashtra,West,Industrial,Natural Gas,1,2023,1382,No,Export,510
Uttar Pradesh,Central,Transport,Wind,2,2024,2098,No,Export,744
Karnataka,South,Commercial,Nuclear,10,2024,1899,No,Import,602
Rajasthan,South,Commercial,Hydro,9,2024,4892,No,Import,416
Delhi,South,Agriculture,Nuclear,12,2024,1287,No,Import,339
Karnataka,West,Residential,Hydro,8,2023,2068,No,Export,712
Tamil Nadu,West,Industrial,Nuclear,6,2023,567,No,Import,295
Rajasthan,East,Agriculture,Biomass,6,2023,1488,Yes,Import,156
West Bengal,South,Agriculture,Hydro,1,2023,4136,No,Export,803
Uttar Pradesh,East,Industrial,Natural Gas,2,2023,2102,No,Export,995
West Bengal,South,Commercial,Nuclear,4,2023,4418,Yes,Import,393
West Bengal,East,Residential,Solar,3,2023,4567,No,Import,20
Gujarat,East,Commercial,Natural Gas,1,2024,2362,Yes,Import,285
Karnataka,Central,Agriculture,Coal,8,2023,2309,No,Import,895
Delhi,East,Residential,Hydro,7,2024,3199,No,Export,577
Maharashtra,West,Transport,Solar,4,2023,831,Yes,Export,694
Delhi,East,Agriculture,Coal,12,2024,2763,No,Import,973
West Bengal,South,Commercial,Hydro,12,2023,1294,No,Export,312
Tamil Nadu,East,Commercial,Solar,9,2024,2466,No,Import,213
Uttar Pradesh,North,Commercial,Solar,11,2023,1025,No,Export,354
Madhya Pradesh,South,Industrial,Natural Gas,4,2023,3541,No,Import,769
Delhi,North,Agriculture,Biomass,1,2023,3475,No,Import,835
West Bengal,South,Residential,Solar,10,2023,466,No,Export,275
Uttar Pradesh,West,Commercial,Biomass,1,2024,264,Yes,Export,31
Rajasthan,West,Commercial,Wind,1,2023,4028,No,Export,848
Karnataka,West,Industrial,Natural Gas,1,2023,1185,Yes,Export,545
Andhra Pradesh,North,Residential,Oil,4,2024,3825,No,Export,715
Gujarat,Central,Agriculture,Nuclear,1,2023,1632,No,Import,105
Uttar Pradesh,South,Transport,Natural Gas,2,2024,4573,Yes,Import,990
Tamil Nadu,West,Industrial,Coal,4,2024,782,No,Export,454
Tamil Nadu,South,Agriculture,Nuclear,7,2023,2796,Yes,Import,272
Uttar Pradesh,North,Transport,Nuclear,2,2023,2313,No,Import,593
Tamil Nadu,Central,Commercial,Oil,8,2024,4558,No,Import,764
Karnataka,North,Commercial,Biomass,7,2023,3854,No,Import,392
Tamil Nadu,South,Residential,Oil,9,2024,2477,No,Export,559
Delhi,Central,Transport,Oil,6,2023,281,No,Import,926
Andhra Pradesh,Central,Commercial,Nuclear,4,2023,4980,No,Import,401
Tamil Nadu,North,Commercial,Solar,6,2024,4403,No,Import,898
Andhra Pradesh,West,Residential,Biomass,4,2023,452,Yes,Import,610
West Bengal,South,Agriculture,Nuclear,7,2023,4915,No,Export,549
Maharashtra,East,Commercial,Biomass,9,2023,114,No,Import,101
Karnataka,East,Industrial,Wind,3,2024,2287,No,Import,575
Maharashtra,North,Industrial,Biomass,3,2023,999,Yes,Import,168
West Bengal,South,Agriculture,Hydro,2,2024,222,Yes,Export,893
Karnataka,South,Transport,Solar,1,2023,2725,No,Export,237
Uttar Pradesh,North,Residential,Coal,1,2024,1300,Yes,Import,482
Uttar Pradesh,South,Industrial,Hydro,3,2023,3098,No,Import,381
Andhra Pradesh,West,Industrial,Hydro,7,2023,4055,No,Export,385
West Bengal,North,Agriculture,Oil,11,2024,687,No,Import,562
Andhra Pradesh,West,Transport,Oil,9,2023,998,Yes,Export,46
Gujarat,South,Transport,Hydro,2,2024,2310,No,Import,646
Tamil Nadu,North,Agriculture,Nuclear,7,2023,1744,No,Import,943
Madhya Pradesh,South,Industrial,Biomass,1,2024,4897,No,Export,700
Gujarat,North,Residential,Biomass,2,2023,4807,No,Import,853
Tamil Nadu,South,Industrial,Natural Gas,6,2024,192,Yes,Import,46
Karnataka,West,Transport,Nuclear,11,2023,4631,No,Import,110
Andhra Pradesh,West,Industrial,Solar,5,2024,1510,No,Export,552
Karnataka,South,Residential,Nuclear,8,2024,3937,Yes,Export,199
Karnataka,North,Commercial,Nuclear,12,2023,342,Yes,Import,521
Tamil Nadu,East,Industrial,Nuclear,11,2024,1693,Yes,Import,667
West Bengal,West,Agriculture,Solar,2,2024,2768,Yes,Import,99
Tamil Nadu,West,Commercial,Natural Gas,1,2023,887,Yes,Import,15
Rajasthan,East,Agriculture,Solar,7,2023,1087,No,Export,914
Uttar Pradesh,South,Agriculture,Wind,6,2023,321,No,Export,148
Uttar Pradesh,North,Agriculture,Natural Gas,8,2023,2008,No,Export,104
Gujarat,South,Industrial,Wind,11,2023,2419,No,Import,640
Uttar Pradesh,Central,Transport,Wind,8,2023,855,No,Import,887
Tamil Nadu,West,Commercial,Wind,2,2024,3224,No,Export,641
Delhi,Central,Residential,Biomass,8,2024,932,No,Import,395
Andhra Pradesh,West,Transport,Hydro,6,2024,881,No,Import,132
Tamil Nadu,West,Industrial,Hydro,9,2023,3221,No,Export,294
Tamil Nadu,Central,Agriculture,Wind,12,2023,2241,No,Import,375
Madhya Pradesh,Central,Residential,Wind,7,2024,2090,Yes,Export,898
Andhra Pradesh,South,Commercial,Coal,2,2024,1644,No,Import,700
Rajasthan,Central,Transport,Oil,8,2023,1676,No,Import,499
Uttar Pradesh,South,Transport,Hydro,9,2024,3634,No,Import,334
Andhra Pradesh,South,Residential,Oil,7,2023,323,Yes,Import,416
Uttar Pradesh,South,Industrial,Oil,4,2023,639,No,Import,528
Gujarat,West,Commercial,Coal,9,2024,2750,Yes,Export,905
Andhra Pradesh,West,Residential,Oil,4,2023,632,Yes,Export,833
Uttar Pradesh,Central,Agriculture,Natural Gas,12,2023,3683,Yes,Import,648
Rajasthan,West,Commercial,Coal,4,2023,2040,No,Import,86
Maharashtra,Central,Transport,Oil,9,2023,1308,No,Export,243
Karnataka,West,Residential,Oil,8,2024,2916,Yes,Export,839
Karnataka,North,Transport,Nuclear,4,2023,3788,No,Import,595
Rajasthan,North,Transport,Oil,8,2023,621,Yes,Export,493
Madhya Pradesh,Central,Transport,Biomass,8,2024,594,Yes,Export,473
Maharashtra,West,Industrial,Natural Gas,7,2023,4272,No,Export,280
Gujarat,West,Transport,Solar,10,2023,4878,Yes,Import,830
Rajasthan,South,Agriculture,Hydro,6,2024,4562,No,Export,948
Karnataka,East,Agriculture,Wind,8,2024,687,Yes,Export,476
Karnataka,Central,Commercial,Oil,7,2023,90,Yes,Export,478
Karnataka,East,Transport,Natural Gas,5,2023,4932,No,Export,641
West Bengal,East,Transport,Wind,12,2024,4442,No,Import,556
Rajasthan,Central,Residential,Solar,4,2023,1670,Yes,Export,728
Tamil Nadu,West,Industrial,Natural Gas,12,2023,3722,No,Export,279
Gujarat,Central,Commercial,Hydro,2,2023,4187,No,Export,614
Karnataka,East,Transport,Natural Gas,11,2024,4178,No,Import,974
Uttar Pradesh,West,Residential,Wind,8,2023,1349,Yes,Import,387
Rajasthan,North,Industrial,Wind,9,2024,4761,No,Import,186
West Bengal,Central,Commercial,Nuclear,4,2024,209,No,Export,283
Rajasthan,Central,Commercial,Oil,4,2024,2002,Yes,Export,700
Gujarat,West,Transport,Coal,5,2024,1781,No,Export,650
West Bengal,North,Commercial,Natural Gas,2,2023,2496,No,Import,646
Gujarat,North,Residential,Wind,7,2024,3212,No,Export,36
Rajasthan,West,Commercial,Biomass,5,2023,1782,No,Export,585
Tamil Nadu,South,Agriculture,Hydro,6,2024,630,No,Import,69
Gujarat,Central,Residential,Biomass,4,2024,269,No,Export,740
West Bengal,Central,Industrial,Solar,8,2023,4524,No,Export,226
West Bengal,East,Industrial,Natural Gas,8,2024,1799,No,Import,690
Gujarat,West,Transport,Nuclear,12,2024,1520,No,Import,670
Delhi,East,Transport,Hydro,5,2023,4378,Yes,Import,279
Rajasthan,East,Agriculture,Nuclear,12,2024,1444,Yes,Import,125
Delhi,North,Industrial,Coal,6,2024,971,No,Import,254
Madhya Pradesh,Central,Industrial,Wind,3,2024,2823,Yes,Export,669
Rajasthan,East,Industrial,Oil,1,2023,4512,No,Import,613
Gujarat,North,Industrial,Hydro,9,2024,4626,No,Export,94
Maharashtra,West,Commercial,Solar,9,2023,3484,No,Export,608
Gujarat,East,Residential,Oil,3,2023,3632,No,Import,916
Delhi,Central,Residential,Natural Gas,4,2023,1168,No,Import,641
Tamil Nadu,East,Agriculture,Coal,7,2024,1915,Yes,Export,459
Gujarat,West,Commercial,Coal,2,2024,4361,No,Export,861
Gujarat,East,Industrial,Nuclear,12,2024,774,Yes,Export,545
Tamil Nadu,Central,Industrial,Coal,3,2024,761,No,Import,896
Gujarat,North,Transport,Hydro,6,2023,1875,Yes,Export,98
Karnataka,Central,Transport,Nuclear,11,2023,3976,Yes,Import,558
Maharashtra,North,Agriculture,Oil,8,2024,440,No,Export,863
Uttar Pradesh,South,Industrial,Coal,1,2024,1120,Yes,Export,904
